N S BAAZAR
Phone No: 7002445877


Stock Summary Report
Dated: 09/11/2018 - 15/04/2027
Total Stock Value: 3528266679.44
Total Stock Quantity: 40230384.78569999 PCS


Name,Batch No.,Item Code,Purchase Price,Selling Price,Stock Quantity,Stock Value,Item Category Name,MRP,SALES PRICE WITH TAX
FORTUNE BESAN 500 GM,,8906007285018,56.0,65.0,-10.0 PCS,-560.0,"",85.0,""
FORTUNE BIRIYANI RICE 1 KG,,8906007283205,140.0,150.0,47.0 PCS,6580.0,"",210.0,""
FORTUNE CHANA DAAL 1 KG,,8906008815177,103.0,115.0,0.0 PCS,0.0,"",155.0,""
FORTUNE CHANA DAL 500 GM,,8906007286039,65.0,70.0,3.0 PCS,195.0,"",85.0,""
FORTUNE DUBAR BASMATI 1 KG,,8906007288408,105.0,119.0,28.0 PCS,2940.0,"",149.0,""
FORTUNE EVERYDAY B. RICE 1 KG,,8906007287012,115.0,130.0,22.0 PCS,2530.0,"",169.0,""
FORTUNE GOBINDOBHOG PREMIUM 1 KG,,8906008813616,100.0,140.0,0.0 PCS,0.0,"",160.0,""
FORTUNE K.G. JAR 5 LTR,,8906007280990,866.67,930.0,8.0 PCS,7280.03,"",1275.0,""
FORTUNE K.G. POUCH 1 LTR,,8906007280952,164.76,176.85,41.0 PCS,7092.92,"",210.0,""
FORTUNE KACCHI GHANI BOTTLE 910GM,,8906007280969,178.0,185.0,-1.0 PCS,-178.0,"",245.0,""
FORTUNE KG 455ML,,8906007280945,86.67,99.0,26.0 PCS,2253.42,"",129.0,""
FORTUNE MAIDA 500 GM,,8906008811117,30.0,35.0,43.0 PCS,1290.0,"",39.0,""
FORTUNE MASOOR DAL 1 KG,,8906008815221,89.52,124.0,-1.0 PCS,-89.52,"",180.0,""
FORTUNE MASOOR MALKA 1 KG,,8906008815207,89.52,150.0,11.0 PCS,984.72,"",165.0,""
FORTUNE MINI SOYA 200 GM,,8906007283090,34.29,45.0,16.0 PCS,548.64,"",50.0,""
FORTUNE MOONG DAAL 500 GM,,8906008815290,62.0,70.0,20.0 PCS,1240.0,"",105.0,""
FORTUNE POHA 500 GM,,8906008812824,41.43,60.0,3.0 PCS,124.29,"",75.0,""
FORTUNE R. BRAN POUCH 1 LTR,,8906008819779,142.0,148.85,77.0 PCS,10934.0,"",155.0,""
FORTUNE RICE BRAN BOTTLE 1 LTR,,8906007288286,150.0,169.85,20.0 PCS,3150.0,"",220.0,""
FORTUNE ROZANA GOLD BASMATI 1 KG,,8906007287883,85.0,110.0,1.0 PCS,85.0,"",130.0,""
FORTUNE SOYA CHUNKS 44GM,,8906007283113,7.9,9.0,187.0 PCS,1477.3,"",10.0,""
FORTUNE SOYA JAR 5 LTR,,"",880.0,899.0,38.0 PCS,33440.0,"",905.0,""
FORTUNE SOYA MINI CHUNKS 44 GM,,8906007287395,7.9,9.0,448.0 PCS,3539.2,"",10.0,""
FORTUNE SOYA OIL JAR 5 LTR,,"",761.9,870.0,0.0 PCS,0.0,"",905.0,""
FORTUNE SOYA POUCH 1 LTR,,8906007280037,176.19,190.0,83.0 PCS,15354.96,"",200.0,""
FORTUNE SOYABEAN 200 GM,,8906007283144,38.0,45.0,50.0 PCS,1900.0,"",50.0,""
FORTUNE SOYABEAN BOTTLE 1 LTR,,8906007280044,145.0,155.0,2.0 PCS,290.0,"",175.0,""
FORTUNE SOYABEAN BOTTLE 500 GM,,8906007280020,72.0,80.0,20.0 PCS,1440.0,"",87.0,""
FORTUNE SOYABEAN OIL 750 GM POUCH,,8906008818611,139.0,148.0,503.0 PCS,73412.85,"",155.0,""
FORTUNE SUGAR 1 KG,,8906008811483,58.0,64.0,4.0 PCS,232.0,"",85.0,""
FORTUNE SUJI 500GM,,8906008811131,30.0,35.0,17.0 PCS,510.0,"",45.0,""
FORTUNE SUN FLOWER POUCH 1 LTR,,8906007280242,167.0,172.0,-22.0 PCS,-3674.0,"",245.0,""
FORTUNE SUN LITE BOTTLE 870GM,,8906007280259,173.0,180.0,89.0 PCS,15397.0,"",245.0,""
FORTUNE SUN LITE BOTTLE BIG 1.74 KG,,8906008810622,366.0,375.0,16.0 PCS,5856.0,"",450.0,""
FORTUNE SUPER B RICE 1 KG,,8906007283267,87.5,199.0,20.0 PCS,1750.0,"",240.0,""
FORTUNE XXL RICE 5 KG,,8906008819762,500.0,549.0,16.0 PCS,8000.0,"",589.0,""
FRENCH FRIES 500 GM,,8901963200044,190.0,210.0,2.0 PCS,380.0,"",215.0,""
FRESHENEH 12N,,8904132919747,55.0,72.0,0.0 PCS,0.0,"",99.0,""
FRESHENEH ROSE MISTS 50*2 GM,,8904132919679,40.0,51.0,16.0 PCS,640.0,"",65.0,""
FRESHNER JASMINE 150 GM,,8904132919693,42.37,59.0,-2.0 PCS,-84.74,"",65.0,""
FRESHNER LAVENDER 150 GM,,8904132919709,42.37,59.0,0.0 PCS,0.0,"",85.0,""
FRESHY MIXED PICKLE 250 GM,,8904179800756,60.0,70.0,1.0 PCS,60.0,"",80.0,""
FRESHY MIXED PICKLE 4 KG,,8904179800701,166.67,200.0,3.0 PCS,500.01,"",220.0,""
FROZEN ALOO PARATHA 400 GM 400 GM,,8906115810553,95.0,110.0,-2.0 PCS,-190.0,"",120.0,""
FROZEN CHICKEN LOLOPOP 400 GM,,8906115810010,185.0,200.0,3.0 PCS,555.0,"",212.0,""
FROZEN GREEN PEAS 1 KG 1 KG,,8908004153598,100.0,150.0,0.0 PCS,0.0,"",250.0,""
FROZEN GREEN PEAS 250 GM 250 GM,,8908004153611,30.0,40.0,-2.0 PCS,-60.0,"",75.0,""
FROZEN LACCHA PARATHA 300 GM 300 GM,,8908004153239,95.0,110.0,-3.0 PCS,-285.0,"",120.0,""
FROZEN MARINATED DRUM STICKS 400 GM,,8906115810027,185.0,200.0,2.0 PCS,370.0,"",212.0,""
FROZEN MEAT BALL 200 GM 200 GM,,8906115811123,145.0,160.0,0.0 PCS,0.0,"",175.0,""
FROZEN SWEET CORN 1 KG 1 KG,,8908004153628,100.0,150.0,5.0 PCS,500.0,"",220.0,""
FROZEN SWEET CORN 250 GM 250 GM,,8908004153642,30.0,40.0,2.0 PCS,60.0,"",65.0,""
FRU JUICY JELLY JAR,,8907083401071,160.0,180.0,12.0 PCS,1920.0,"",200.0,""
FRUIT FREEZE 1 U,,8908020346011,3.5,5.0,12.0 PCS,42.0,"",5.0,""
FRUIT GEMS DRINKS,,"",48.33,60.0,-21.0 PCS,-1014.93,"",70.0,""
FUNDAAZ MINI,,8906175500159,8.35,10.0,32.0 PCS,267.2,"",10.0,""
G&L BB CREAM 18 GM,,8901030971211,88.6,109.0,0.0 PCS,0.0,"",115.0,""
G&L BRIGHTING FACE SERUM 7 ML,,8901030704727,58.73,74.0,0.0 PCS,0.0,"",79.0,""
G&L MULTI VIT 25 GM,,8909106049673,53.93,68.0,8.0 PCS,431.44,"",70.0,""
G&L MULTI VIT 50 GM,,8909106049680,107.08,128.0,4.0 PCS,428.32,"",139.0,""
G&L SERUM CREAN 50 G,,8909106030510,110.0,125.0,0.0 PCS,0.0,"",130.0,""
G.RICH CREME N.BLK 10 24 ML,,8901023028748,10.38,15.0,0.0 PCS,0.0,"",15.0,""
GAIA CHIA SEEDS 120 GM,,8906058612344,117.0,130.0,0.0 PCS,0.0,"",135.0,""
GAIA DARK CHOCO COOKIES 200 GM,,8906058611569,81.0,90.0,25.0 PCS,2025.0,"",95.0,""
GAIA DIGESTIVE COOKIES 200 GM,,8906058610234,55.0,60.0,3.0 PCS,165.0,"",65.0,""
GAIA LITE S FREE COOKIES 200 GM,,8906058611576,89.0,100.0,10.0 PCS,890.0,"",105.0,""
GAIA MULTIGRAIN COOKIES 200 GM,,8908000097575,55.0,60.0,38.0 PCS,2090.0,"",65.0,""
GAIA OATMEAL COOKIES 200 GM,,8908000097568,55.0,60.0,3.0 PCS,165.0,"",65.0,""
GAIA OLIVE OILO 1 LTR,,8906058610098,802.28,999.0,0.0 PCS,0.0,"",1499.0,""
GAIA SPORT BAR 50 GM,,8906058611316,45.25,50.0,2.0 PCS,90.5,"",52.0,""
GAIA SUNFLOWER SEEDS 120 GM,,8906058612351,117.0,130.0,0.0 PCS,0.0,"",135.0,""
GALAXY 50 GM,,8902433003738,90.0,99.0,0.0 PCS,0.0,"",99.0,""
GALAXY CHOCOLATES 100/- 50 GM,,"",90.0,100.0,10.0 PCS,900.0,"",100.0,""
GALAXY CHOCOLATES 110/- 56 GM,,"",98.0,110.0,17.0 PCS,1666.0,"",110.0,""
GALAXY COOKIE CRUMBLE 96 GM,,8902433003820,190.0,199.0,18.0 PCS,3420.0,"",199.0,""
GALAXY DARK CHOCOLATE,,8902433005763,120.0,130.0,2.0 PCS,240.0,"",130.0,""
GALAXY FUSIONS 27.5 GM,,8902433005732,71.0,80.0,1.0 PCS,71.0,"",80.0,""
GALAXY MILK CHOCOLATE 18 GM,,8902433003646,18.0,20.0,10.0 PCS,180.0,"",20.0,""
GANESH FRUIT SQUASH 700ML,,8906008590241,110.0,129.0,1.0 PCS,110.0,"",160.0,""
GANESH GREEN CHILLI SAUCE 215 GM,,8906008590883,32.0,40.0,3.0 PCS,96.0,"",60.0,""
GANESH JAM 500 GM,,8906008590425,105.0,120.0,6.0 PCS,630.0,"",140.0,""
GANESH LITCHI 700ML,,8906008590654,110.0,129.0,6.0 PCS,660.0,"",160.0,""
GANESH MANGO PANNA 700 ML,,8906008592061,160.0,169.0,4.0 PCS,640.0,"",190.0,""
GANESH MANGO PICKLE 200 GM,,8906008592207,55.0,65.0,0.0 PCS,0.0,"",75.0,""
GANESH MANGO PICKLE 400 GM,,8906008590180,85.0,100.0,12.0 PCS,1020.0,"",120.0,""
GANESH MIX FRUIT JAM,,8906008590050,65.0,75.0,11.0 PCS,715.0,"",90.0,""
GANESH MIXED 200 GM,,8906008592191,55.0,65.0,-2.0 PCS,-110.0,"",75.0,""
GANESH MIXED FRUIT JAM 300 GM,,8906008590401,120.0,130.0,0.0 PCS,0.0,"",140.0,""
GANESH MIXED PICKLE 400 GM,,8906008590203,85.0,100.0,1.0 PCS,85.0,"",120.0,""
GANESH MUSTARD SAUCE 200 GM,,8906008590210,32.0,40.0,-7.0 PCS,-224.0,"",60.0,""
GANESH MUSTARD SAUCE 600 GM,,8906008592320,65.0,80.0,3.0 PCS,195.0,"",90.0,""
GANESH PINEAPPLE,,"",65.0,75.0,6.0 PCS,390.0,"",90.0,""
GANESH PINEAPPLE SQUASH 700 ML,,8906008590265,110.0,130.0,1.0 PCS,110.0,"",160.0,""
GANESH RED CHILLI SAUCE 215 GM,,8906008591460,32.0,40.0,0.0 PCS,0.0,"",55.0,""
GANESH ROSE SYRUP 700 ML,,8906008592030,160.0,170.0,0.0 PCS,0.0,"",190.0,""
GANESH SOYA SAUCE 215 GM,,8906008590913,32.0,40.0,1.0 PCS,32.0,"",60.0,""
GANESH SOYA SAUCE 700 ML,,8906008592344,65.0,74.8,6.0 PCS,390.0,"",80.0,""
GANESH SYNTHETIC VINEGAR,,8906008590937,55.0,65.0,-4.0 PCS,-220.0,"",80.0,""
GANESH TOMATO KETCHUP 200 GM,,8906008590807,38.0,50.0,0.0 PCS,0.0,"",60.0,""
GANESH VINEGAR 200 ML,,8906008590906,28.0,40.0,8.0 PCS,224.0,"",60.0,""
GANGA AARTI 12 GM 12 GM,,8904109493935,6.53,10.0,53.0 PCS,346.09,"",12.0,""
GAPPU AAMPANNA 270 ML,,8906083913171,78.0,89.0,0.0 PCS,0.0,"",100.0,""
GAPPU APPALAM PAPAD 25 GM,,8906083913188,8.0,10.0,1.0 PCS,8.0,"",10.0,""
GAPPU BLACK SALT 200 GM,,8906083911986,27.0,35.0,49.0 PCS,1323.0,"",40.0,""
GAPPU CHILLI SAUCE 200 GM,,8906083912150,45.0,50.0,0.0 PCS,0.0,"",55.0,""
GAPPU FRUIT JAM 100 GM,,8906083913201,16.0,20.0,30.0 PCS,480.0,"",20.0,""
GAPPU GREEN CHILI 350 GM,,8906083911641,92.0,109.0,1.0 PCS,92.0,"",120.0,""
GAPPU GREEN CHILI PICKLE 200 GM,,8906083911603,50.0,59.0,27.0 PCS,1350.0,"",70.0,""
GAPPU KALAI BORI 120 GM,,8906083912723,37.0,45.0,136.0 PCS,5283.6,"",50.0,""
GAPPU KASUNDI 190 GM,,8906083912174,50.0,59.0,1.0 PCS,50.0,"",65.0,""
GAPPU KASUNDI 600 GM,,8906083911467,60.0,75.0,24.0 PCS,1440.0,"",85.0,""
GAPPU MANGO PICKLE 200 GM,,8906083911528,50.0,59.0,31.0 PCS,1550.0,"",70.0,""
GAPPU MANGO PICKLE 350 GM,,8906083911627,78.0,89.0,0.0 PCS,0.0,"",100.0,""
GAPPU MIXED PICKLE 1 KG,,8906083911535,110.0,139.0,20.0 PCS,2200.0,"",180.0,""
GAPPU MIXED PICKLE 1 KG,,8906083912662,150.0,169.0,3.0 PCS,450.0,"",200.0,""
GAPPU MIXED PICKLE 200 GM,,8906083911559,55.0,69.0,14.0 PCS,770.0,"",80.0,""
GAPPU MIXED PICKLE 350 GM,,8906083911610,82.0,95.0,6.0 PCS,492.0,"",100.0,""
GAPPU MIXED PICKLE 4 KG,,8906083911665,180.0,214.0,3.0 PCS,540.0,"",300.0,""
GAPPU MIXED PICKLE 50 GM,,8906083912471,7.67,10.0,165.0 PCS,1265.55,"",10.0,""
GAPPU OATS 200 GM,,8906083913126,40.0,49.0,0.0 PCS,0.0,"",60.0,""
GAPPU PINK SALT 200 GM,,8906083911979,27.0,35.0,1.0 PCS,27.0,"",40.0,""
GAPPU POHA 500 GM,,8906083912044,50.0,59.0,1.0 PCS,50.0,"",70.0,""
GAPPU RAJASTHANI MANGO 1 KG,,8906083912679,150.0,170.0,6.0 PCS,900.0,"",190.0,""
GAPPU RED CHILI PICKLE 200 GM,,8906083911597,82.0,95.0,18.0 PCS,1476.0,"",100.0,""
GAPPU RED CHILI PICKLE 350 GM,,8906083911634,120.0,139.0,1.0 PCS,120.0,"",150.0,""
GAPPU RED CHILLI SAUCE 200 ML,,8906083912235,46.0,50.0,0.0 PCS,0.0,"",60.0,""
GAPPU SAGOO 250 250 GM,,8906083912037,38.0,43.0,2.0 PCS,76.0,"",45.0,""
GAPPU SAGOO 500 GM,,8906083912020,74.0,79.0,6.0 PCS,444.0,"",90.0,""
GAPPU SEWAI 75 GM,,8906083913218,8.0,10.0,4.0 PCS,32.0,"",10.0,""
GAPPU SOYA SAUCE 200 GM,,8906083912167,43.0,50.0,0.0 PCS,0.0,"",55.0,""
GAPPU VINEGAR 350 ML,,8906083911498,30.0,38.0,6.0 PCS,180.0,"",40.0,""
GAPPU VINEGAR 700 ML,,8906083911481,45.0,55.0,0.0 PCS,0.0,"",60.0,""
GARAM MASALA 50/-,,"",40.0,50.0,-30.0 PCS,-1200.0,"",70.0,""
GARAM MASALA 50G 50 GM,,8901781000635,41.9,47.0,67.0 PCS,2947.67,"",51.0,""
GARAM MASALA 50G 50 GM,,8901786100507,42.5,49.0,38.0 PCS,1615.0,"",53.0,""
GARNIER BLACK 20 ML,,8901526209910,40.5,45.0,28.0 PCS,1134.0,"",45.0,""
GARNIER BLACK NATURALS 20 ML,,8901526012114,31.25,34.0,0.0 PCS,0.0,"",35.0,""
GARNIER BLACK NATURALS BROWN 20 ML,,8901526211715,40.5,44.0,24.0 PCS,972.0,"",45.0,""
GARNIER BURGUNDY 35 ML,,8901526206377,90.0,95.0,2.0 PCS,180.0,"",99.0,""
GARNIER COLOUR NATURALS 35 ML,,8901526204731,90.0,95.0,35.0 PCS,3150.0,"",99.0,""
GEMS 5 10GM,,7622202819995,4.33,5.0,457.0 PCS,1978.81,"",5.0,""
GEMS BALL 15.8 GM,,7622202030987,45.0,49.0,1.0 PCS,45.0,"",50.0,""
GENTLE BABY SHAMPOO 100 ML,,8901138511449,86.44,105.0,0.0 PCS,0.0,"",120.0,""
GENTLE BABY SHAMPOO 200 ML,,8901138511456,155.36,189.0,6.0 PCS,932.16,"",220.0,""
GENTLE BABY SHAMPOO 60 ML,,8901138843069,45.9,59.0,1.0 PCS,45.9,"",65.0,""
GENTLE BABY SOAP 50 GM,,8901138844974,33.19,42.0,0.0 PCS,0.0,"",47.0,""
GENTLE BABY SOAP 75 GM,,8901138511838,48.02,59.0,2.0 PCS,96.04,"",68.0,""
GENTLE BABY WASH 100 ML,,8901138819620,78.81,105.0,4.0 PCS,315.24,"",115.0,""
GENTLE BABY WASH 200 ML,,8901138512903,135.59,180.0,3.0 PCS,406.77,"",200.0,""
GENTLE BABY WIPES COMBO 72*2 N,,8901138010881,197.74,249.0,0.0 PCS,0.0,"",280.0,""
GENTLEMEN'S CREW DEODRANT 150 ML,,8904245720599,118.35,199.0,5.0 PCS,591.75,"",399.0,""
GENTLEMEN'S CREW OCEAN ESCAPE 150 ML,,8904245720674,118.35,399.0,19.0 PCS,2248.65,"",399.0,""
GET REAL SOAP 500 GM,,8904132962880,85.0,99.0,25.0 PCS,2125.0,"",115.0,""
GHALAXY SMOOTH MILK 1N,,8902433008467,180.0,199.0,8.0 PCS,1440.0,"",199.0,""
GIFFY DISH WASH GEL 120 ML,,8901399190223,10.59,15.0,46.0 PCS,487.14,"",15.0,""
GIFFY DISHWASH GEL 250 ML,,8901399191015,76.27,99.0,0.0 PCS,0.0,"",99.0,""
GIGER GARRLIC 200 GM,,8901595873258,37.0,46.0,11.0 PCS,407.0,"",50.0,""
GILETTE SHAVE BRUSH 1 N,,4987176281234,55.11,69.0,12.0 PCS,661.32,"",85.0,""
GILLATE BLADE 1 N,,"",10.17,12.0,43.0 PCS,437.31,"",15.0,""
GILLETE FOAM 196 GM,,4987176030108,170.25,215.0,0.0 PCS,0.0,"",225.0,""
GILLETE FOAM 50 GM,,4902430722193,71.88,85.0,6.0 PCS,431.28,"",95.0,""
GILLETE GUARD,,4987176280541,33.9,45.0,10.0 PCS,339.0,"",48.0,""
GILLETE GUARD 125 GM,,4987176303356,47.23,60.0,4.0 PCS,188.92,"",62.0,""
GILLETE VECTOR +,,4987176278562,71.91,95.0,0.0 PCS,0.0,"",99.0,""
GILLETE VECTOR+,,4987176278579,73.35,89.0,1.0 PCS,73.35,"",99.0,""
GILLETE VENUS SIMPLY,,4987176278180,66.16,85.0,0.0 PCS,0.0,"",89.0,""
GILLETTE 7'O CLOCK,,4987176320568,32.0,35.0,11.0 PCS,352.0,"",40.0,""
GILLETTE GUARD,,4987176280565,59.32,80.0,2.0 PCS,118.64,"",84.0,""
GILLETTE GUARD,,4987176393845,20.0,25.0,988.0 PCS,19760.0,"",25.0,""
GILLETTE GUARD 1N,,4987176332592,18.78,26.0,6.0 PCS,112.68,"",28.0,""
GILLETTE GUARD 3 IN 1 RAZOR,,4987176355751,98.0,120.0,20.0 PCS,1960.0,"",125.0,""
GILLETTE GUARD 4N,,4987176335142,45.0,46.0,6.0 PCS,270.0,"",52.0,""
GILLETTE GUARD 8 NUMBERS 8 N,,4987176335166,69.21,90.0,0.0 PCS,0.0,"",98.0,""
GILLETTE GUARD CREAM 25 GM,,4987176303363,19.05,27.0,5.0 PCS,95.25,"",29.0,""
GILLETTE MACH3 1 N,,4987176286833,215.0,249.0,1.0 PCS,215.0,"",275.0,""
GILLETTE MACH3 1N,,4987176286840,285.0,329.0,4.0 PCS,1140.0,"",349.0,""
GILLETTE MACH3 1N,,4987176300478,264.06,311.0,7.0 PCS,1848.42,"",349.0,""
GILLETTE MOISTURIZING 60 G,,4987176093714,74.91,95.0,2.0 PCS,149.82,"",99.0,""
GILLETTE PRESTO 1 PC,,4987176286215,14.14,25.0,0.0 PCS,0.0,"",25.0,""
GILLETTE SENSITIVE SKIN 60 GM,,4987176093738,74.91,95.0,6.0 PCS,449.46,"",99.0,""
GILLETTE SERIES SHAVING GEL 25 GM,,4987176030023,37.08,45.0,2.0 PCS,74.16,"",49.0,""
GILLETTE SHAVING CREAM 30 GM,,4987176198242,30.26,39.0,0.0 PCS,0.0,"",40.0,""
GILLETTE SHAVING CREAM 30 GM,,4987176340740,34.01,40.0,0.0 PCS,0.0,"",45.0,""
GILLETTE SHAVING CREAM 70 GM,,4987176150578,60.38,70.0,1.0 PCS,60.38,"",71.0,""
GILLETTE SHAVING CREAM LIME 30 GM,,4987176340757,34.01,40.0,0.0 PCS,0.0,"",40.0,""
GILLETTE SHAVING FOAM 196 GM,,4987176345516,188.4,230.0,2.0 PCS,376.8,"",249.0,""
GILLETTE SHAVING FOAM CHARCOAL 196 GM,,4987176165329,188.41,230.0,1.0 PCS,188.41,"",249.0,""
GILLETTE SHAVING FOAM MENTHOL 196 GM,,4987176281388,204.29,250.0,0.0 PCS,0.0,"",270.0,""
GILLETTE WILKINSON 10N,,4987176212474,18.0,25.0,155.0 PCS,2790.0,"",30.0,""
GIMIGIMI KOREAN CARBONARA 125 GM,,8906084417111,70.0,80.0,-2.0 PCS,-140.0,"",99.0,""
GIMIGIMI KOREAN RAMYUN 125 GM,,8906084417142,70.0,80.0,-1.0 PCS,-70.0,"",99.0,""
GIMOR ORANGE 1 N,,8906106401104,8.75,9.8,15.0 PCS,131.25,"",10.0,""
GINGER GARLIC PASTE 100G 100 GM,,8901786761005,19.9,22.0,13.0 PCS,258.7,"",23.0,""
GINGER GARLIC PASTE 20 GM,,8901786760251,3.65,5.0,4.0 PCS,14.6,"",5.0,""
GITS DHOKA  200 GM,,8901155128217,54.5,60.0,68.0 PCS,3706.0,"",62.0,""
GITS DHOKA 100 GM,,8901155128118,34.0,38.0,95.0 PCS,3230.0,"",40.0,""
GITS DOSA 200 GM,,8901155103214,63.75,70.0,11.0 PCS,701.25,"",72.0,""
GITS GULAB JAMUN 200 GM,,8901155101210,99.12,110.0,26.0 PCS,2577.12,"",112.0,""
GITS GULAB JAMUN 500 GM,,8901155301344,95.24,120.0,0.0 PCS,0.0,"",125.0,""
GITS KAJU KATLI 125 GM,,8901155305526,132.0,150.0,8.0 PCS,1056.0,"",170.0,""
GITS MINI GULAB JAMUN 225 GM,,8901155305359,49.52,59.0,0.0 PCS,0.0,"",65.0,""
GITS RICE IDLI 200 GM,,8901155102217,63.75,70.0,18.0 PCS,1147.5,"",72.0,""
GITS SOAN PAPDI 250 GM,,8901155304222,57.12,65.0,5.0 PCS,285.6,"",75.0,""
GIVMOR 1 N,,8906106400398,8.5,9.8,-21.0 PCS,-178.5,"",10.0,""
GIVMOR LOLLIPOP,,"",4.0,5.0,-12.0 PCS,-48.0,"",5.0,""
GLASS CLEANER 2 N,,8904132919990,95.0,105.0,21.0 PCS,1995.0,"",109.0,""
GLAZE SNOF,,"",19.38,25.0,10.0 PCS,193.8,"",30.0,""
GLIMMER ROSE BLUSH 170 GM,,8904132968011,27.5,35.0,3.0 PCS,82.5,"",40.0,""
GLIMMER SOAP SET 500 GM,,8904132964594,85.0,100.0,24.0 PCS,2040.0,"",120.0,""
GLOLITER MARKER PEN 30/-,,"",18.5,30.0,0.0 PCS,0.0,"",30.0,""
GLOW & HANDSOME CREAM 25 GM,,8901030829055,62.41,79.0,5.0 PCS,312.05,"",90.0,""
GLOW & LOVELY 80 GM,,8909106049697,162.56,199.0,5.0 PCS,812.8,"",211.0,""
GLOW & LOVELY BRIGHT BEAUTY 110 GM,,8909106049703,250.39,310.0,5.0 PCS,1251.95,"",325.0,""
GLOW & LOVELY BRIGHT FACEWASH 50 GM,,8909106013445,80.0,85.0,3.0 PCS,240.0,"",89.0,""
GLOW & LOVELY CREAM 9 GM,,8901030971204,55.0,57.0,0.0 PCS,0.0,"",59.0,""
GLOW & LOVELY FACE WASH 100 GM,,8901030999895,118.94,149.0,2.0 PCS,237.88,"",160.0,""
GLOW & LOVELY FACEWASH 20 GM,,8901030686702,24.31,30.0,27.0 PCS,656.37,"",30.0,""
GLOW LAVELY 9 GM,,8909106049710,8.0,10.0,21.0 PCS,168.0,"",10.0,""
GLOW SERUM FOUNDATION 18 ML,,8904417306538,227.74,279.0,1.0 PCS,227.74,"",349.0,""
GLOW SERUM FOUNDATION VT C 30 ML,,8906087778295,390.88,449.0,5.0 PCS,1954.4,"",599.0,""
GLUCON D 400GM,,8901542013010,162.72,204.0,0.0 PCS,0.0,"",215.0,""
GOBBLES CAKE 100 GM,,8901063365933,23.02,26.0,12.0 PCS,276.24,"",27.0,""
GOBBLES CAKE 40GM,,8901063365896,7.5,9.0,0.0 PCS,0.0,"",9.0,""
GOBBLES CAKE 40GM,,8901063365889,7.67,9.0,384.0 PCS,2945.28,"",9.0,""
GOBBLES CAKE MILKY MASTI 33 GM,,8901063368507,8.53,10.0,2.0 PCS,17.06,"",10.0,""
GOBBLRS CHOCO CAKE 28 GM,,8901063365902,7.67,10.0,16.0 PCS,122.72,"",9.0,""
GOBINDO BHOG RICE LOOSE 1 KG,,"",155.0,180.0,-29.365 PCS,-4551.58,"",250.0,""
GOBINDO BHOG RICE LOOSE 1 KG,,"",155.0,180.0,24890.0 PCS,3857950.0,UNILEAVER,250.0,""
GODREJ AER POCKET 10 GM,,8901023025075,46.47,60.0,4.0 PCS,219.34,"",65.0,""
GODREJ AER POCKET 10 GM,,8901023025068,46.47,60.0,19.0 PCS,1041.86,"",65.0,""
GODREJ AER POCKET 10GM,,8901023028434,44.33,59.0,0.0 PCS,0.0,"",60.0,""
GODREJ AER POCKET 10GM,,8901023025846,46.47,60.0,3.0 PCS,139.41,"",65.0,""
GODREJ AER POWER POCKET 10 GM,,8901023025082,46.47,60.0,17.0 PCS,932.19,"",65.0,""
GODREJ AER SPRAY 220 ML,,8901157045116,68.03,89.0,3.0 PCS,204.09,"",99.0,""
GODREJ AER SPRAY 220 ML,,8901023012877,68.03,89.0,6.0 PCS,408.18,"",99.0,""
GODREJ AER SPRAY FOREST FRESH 200 ML,,8901157045109,68.03,89.0,2.0 PCS,136.06,"",99.0,""
GODREJ AER SPRAY LAVENDER BLOO 200 ML,,8901023012884,68.03,89.0,5.0 PCS,340.15,"",99.0,""
GODREJ AER SPRAY MYSTIC MUSK 200 ML,,8901157045147,68.02,89.0,9.0 PCS,612.18,"",99.0,""
GODREJ AER SPRAY ROSE BLOSSOM 200 ML,,8901157045093,79.0,89.0,7.0 PCS,553.0,"",99.0,""
GODREJ AER SPRAY SANDAL BLISS 200 ML,,8901023031649,67.81,89.0,9.0 PCS,610.29,"",99.0,""
GODREJ EXPERT 1N,,"",18.0,20.0,5.0 PCS,90.0,"",20.0,""
GODREJ EZEE 1KG 1 KG,,8901023005824,168.44,199.0,0.0 PCS,0.0,"",225.0,""
GODREJ EZEE 250GM 250 GM,,8901023005800,48.44,59.0,0.0 PCS,0.0,"",65.0,""
GODREJ EZEE LIQUID 500 GM,,8901023005817,91.33,115.0,0.0 PCS,0.0,"",120.0,""
GODREJ HAIR COLOR 5 ML,,8901023029486,10.38,15.0,10.0 PCS,103.8,"",15.0,""
GODREJ HAIR COLOR 9 ML,,8901023018688,10.5,25.0,113.0 PCS,1400.07,"",25.0,""
GODREJ HAND WASH 725 725 ML,,8901023024092,69.3,89.0,0.0 PCS,0.0,"",99.0,""
GODREJ LIME ALOE NO 1 500 GM,,8901023007477,84.97,110.0,0.0 PCS,0.0,"",115.0,""
GODREJ NUPUR HENNA 140 GM,,8901023007675,58.96,75.0,0.0 PCS,0.0,"",80.0,""
GODREJ REFIL 45 45 ML,,8901023026508,63.24,80.0,151.0 PCS,11268.1,"",85.0,""
GODREJ RICH CREME BROWN 50+50ML,,8901023030925,120.0,125.0,6.0 PCS,720.0,"",130.0,""
GODREJ SANDAL NO 1 500 GM,,8901023007408,84.97,110.0,0.0 PCS,0.0,"",115.0,""
GODREJ SPIC TOILET CLEANER,,8901023031878,57.62,75.0,24.0 PCS,1631.8,"",79.0,""
